,problem,layers,optimizer,solutions,parameters,time
0,"{'type': 'maxcut', 'graph': {'directed': False, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}], 'links': [{'weight': 6, 'source': 0, 'target': 1}, {'weight': 7, 'source': 0, 'target': 2}, {'weight': 1, 'source': 1, 'target': 2}]}, 'position': {0: [0.07851080556038943, 0.24969078637319295], 1: [-1.0, 0.10034683312306583], 2: [0.9214891944396112, -0.3500376194962584]}, 'solution': ([0, 1, 1], 13.0)}",29,"{'optimizer': 'COBYLA', 'maxiter': 100, 'shots': 1024, 'parameter_strategy': 'RANDOM', 'x0': None, 'backend': <QAOA_Tester.Backend.NoisyEstimatorBackend object at 0x7f3e63325630>}","[([1, 0, 1], -7.0)]","[array([0.91626636, 4.76920119, 2.32103789, 2.14601848, 5.10550362,
       3.83771828, 1.64539358, 4.49525784, 0.72451354, 6.27960791,
       3.88124112, 3.18559873, 5.79417794, 0.68217866, 5.92181635,
       5.28416902, 2.4463569 , 6.14937749, 0.19307118, 3.20206285,
       3.29583264, 0.66564597, 5.80912935, 0.31985233, 0.64768046,
       4.12713927, 0.88358542, 4.1434911 , 4.31720594, 2.24885131,
       0.42361018, 2.614265  , 5.86408869, 6.26996432, 4.04710081,
       1.4013796 , 1.81564752, 5.52842717, 1.04748059, 3.8637646 ,
       1.43950682, 0.10656846, 0.15926567, 6.15112537, 4.44908977,
       2.36280138, 5.29439169, 5.42191077, 0.65309081, 2.08095992,
       0.51410255, 3.38228961, 5.83945675, 2.95317612, 5.43472745,
       0.54941238, 1.25205694, 3.81805074])]",[568.007527589798]
